Investigator,Contact_Person,Tag_ID,Species,Length_cm,Weight_kg,Stock_Area,Start_Date,End_Date,Days/Area
USA_NOAA,C_Brown,GOM_2012_27,BFT,240,225,W_ATL,2012-06-25,2012-07-11,17
USA_NOAA,C_Brown,GOM_2012_28,BFT,240,200,GOM,2012-05-17,2012-06-14,29
USA_NOAA,C_Brown,GOM_2012_28,BFT,240,200,CAR,2012-06-15,2012-06-16,2
USA_NOAA,C_Brown,GOM_2012_28,BFT,240,200,W_ATL,2012-06-17,2012-07-10,24
USA_NOAA,C_Brown,GOM_2012_30,BFT,240,225,GOM,2012-05-28,2012-06-30,34
USA_NOAA,C_Brown,GOM_2012_30,BFT,240,225,CAR,2012-07-01,2012-07-03,3
USA_NOAA,C_Brown,GOM_2012_30,BFT,240,225,W_ATL,2012-07-04,2012-09-21,80
USA_NOAA,C_Brown,GOM_2012_31,BFT,240,200,GOM,2012-05-25,2012-05-31,7
USA_NOAA,C_Brown,GOM_2012_31,BFT,240,200,CAR,2012-06-01,2012-06-06,6
USA_NOAA,C_Brown,GOM_2012_31,BFT,240,200,W_ATL,2012-06-07,2012-06-29,23
USA_NOAA,C_Brown,GOM_2012_31,BFT,240,200,GSL,2012-06-30,2012-08-16,48
USA_NOAA,C_Brown,GOM_2012_32,BFT,195,,GOM,2012-05-11,2012-05-19,9
USA_NOAA,C_Brown,GOM_2012_32,BFT,195,,CAR,2012-05-20,2012-05-29,10
USA_NOAA,C_Brown,GOM_2012_37,BFT,210,170,GOM,2012-05-23,2012-06-03,12
USA_NOAA,C_Brown,GOM_2012_37,BFT,210,170,CAR,2012-06-04,2012-06-13,10
USA_NOAA,C_Brown,GOM_2012_37,BFT,210,170,W_ATL,2012-06-14,2012-07-05,22
USA_NOAA,C_Brown,GOM_2012_41,BFT,240,200,GOM,2012-04-09,2012-05-22,44
USA_NOAA,C_Brown,GOM_2012_41,BFT,240,200,CAR,2012-05-23,2012-05-25,3
USA_NOAA,C_Brown,GOM_2012_41,BFT,240,200,W_ATL,2012-05-26,2012-06-20,26
USA_NOAA,C_Brown,GOM_2012_44,BFT,225,,GOM,2012-05-20,2012-06-01,13
USA_NOAA,C_Brown,GOM_2012_44,BFT,225,,CAR,2012-06-02,2012-06-08,7
USA_NOAA,C_Brown,GOM_2012_44,BFT,225,,W_ATL,2012-06-09,2012-07-11,33
USA_NOAA,C_Brown,GOM_2012_44,BFT,225,,GSL,2012-07-12,2012-07-12,1
USA_NOAA,C_Brown,GOM_2012_44,BFT,225,,W_ATL,2012-07-13,2012-07-17,5
USA_NOAA,C_Brown,GOM_2012_44,BFT,225,,GSL,2012-07-18,2012-07-18,1
USA_NOAA,C_Brown,GOM_2012_44,BFT,225,,W_ATL,2012-07-19,2012-07-20,2
USA_NOAA,C_Brown,GOM_2012_44,BFT,225,,GSL,2012-07-21,2012-08-05,16
USA_NOAA,C_Brown,GOM_2012_44,BFT,225,,W_ATL,2012-08-06,2012-08-07,2
USA_NOAA,C_Brown,GOM_2012_44,BFT,225,,GSL,2012-08-08,2012-08-09,2
USA_NOAA,C_Brown,GOM_2012_46,BFT,210,,GOM,2012-05-20,2012-05-29,10
USA_NOAA,C_Brown,GOM_2012_46,BFT,210,,CAR,2012-05-30,2012-06-05,7
USA_NOAA,C_Brown,GOM_2012_46,BFT,210,,W_ATL,2012-06-06,2012-07-02,27
USA_NOAA,C_Brown,GOM_2013_008,BFT,210,,GOM,2013-04-12,2013-05-25,44
USA_NOAA,C_Brown,GOM_2013_018,BFT,225,,GOM,2013-03-28,2013-05-30,64
USA_NOAA,C_Brown,GOM_2013_018,BFT,225,,CAR,2013-05-31,2013-06-05,6
USA_NOAA,C_Brown,GOM_2013_018,BFT,225,,W_ATL,2013-06-06,2013-06-07,2
USA_NOAA,C_Brown,GOM_2013_034,BFT,190,155,GOM,2013-05-12,2013-05-19,8
USA_NOAA,C_Brown,GOM_2013_034,BFT,190,155,CAR,2013-05-20,2013-05-22,3
USA_NOAA,C_Brown,GOM_2013_034,BFT,190,155,W_ATL,2013-05-23,2013-06-28,37
USA_NOAA,C_Brown,GOM_2013_034,BFT,190,155,GSL,2013-06-29,2013-08-09,42
USA_NOAA,C_Brown,GOM_2013_036,BFT,210,200,GOM,2013-05-14,2013-06-25,43
USA_NOAA,C_Brown,GOM_2013_036,BFT,210,200,CAR,2013-06-26,2013-07-06,11
USA_NOAA,C_Brown,GOM_2013_036,BFT,210,200,W_ATL,2013-07-07,2013-08-24,49
WWF,G_Quilez_Badia,66691,BFT,199,141,W_MED,2011-09-01,2011-09-26,26
WWF,G_Quilez_Badia,66694,BFT,251,234,SE_ATL,2012-05-14,2012-05-17,4
WWF,G_Quilez_Badia,66694,BFT,251,234,W_MED,2012-05-18,2012-06-05,19
WWF,G_Quilez_Badia,66696,BFT,149,59,W_MED,2011-09-01,2011-09-29,29
WWF,G_Quilez_Badia,66697,BFT,135,44,W_MED,2012-05-12,2012-11-11,184
WWF,G_Quilez_Badia,86234,BFT,,,W_MED,2009-09-13,2009-12-25,104
WWF,G_Quilez_Badia,86236,BFT,240,248,W_MED,2011-09-01,2011-11-03,64
WWF,G_Quilez_Badia,86238,BFT,,,W_MED,2009-08-16,2009-09-14,30
WWF,G_Quilez_Badia,86239,BFT,,,W_MED,2008-08-17,2008-10-26,71
WWF,G_Quilez_Badia,86241,BFT,,,W_MED,2008-08-16,2008-12-19,126
WWF,G_Quilez_Badia,86242,BFT,132,,W_MED,2009-09-14,2010-03-05,173
WWF,G_Quilez_Badia,86243,BFT,237,,SE_ATL,2011-05-27,2011-07-18,53
WWF,G_Quilez_Badia,86244,BFT,153,,W_MED,2010-09-24,2011-03-20,178
WWF,G_Quilez_Badia,86246,BFT,,,W_MED,2008-08-16,2008-10-15,61
WWF,G_Quilez_Badia,86247,BFT,160,73,W_MED,2009-08-27,2009-12-06,102
WWF,G_Quilez_Badia,86251,BFT,,,W_MED,2010-08-08,2010-09-25,49
WWF,G_Quilez_Badia,86253,BFT,,,W_MED,2008-08-17,2008-10-29,74
WWF,G_Quilez_Badia,86255,BFT,,,W_MED,2009-08-14,2009-10-23,71
WWF,G_Quilez_Badia,86256,BFT,,,W_MED,2009-09-04,2009-12-17,105
WWF,G_Quilez_Badia,97462,BFT,210,,SE_ATL,2011-05-27,2011-05-29,3
WWF,G_Quilez_Badia,97462,BFT,210,,W_MED,2011-05-30,2011-07-22,54
WWF,G_Quilez_Badia,97462,BFT,210,,SE_ATL,2011-07-23,2011-08-08,17
WWF,G_Quilez_Badia,97462,BFT,210,,E_ATL,2011-08-09,2011-10-14,67
WWF,G_Quilez_Badia,97462,BFT,210,,NE_ATL,2011-10-15,2011-10-25,11
WWF,G_Quilez_Badia,97462,BFT,210,,E_ATL,2011-10-26,2011-11-18,24
WWF,G_Quilez_Badia,97462,BFT,210,,NE_ATL,2011-11-19,2011-11-27,9
WWF,G_Quilez_Badia,97462,BFT,210,,E_ATL,2011-11-28,2011-12-11,14
WWF,G_Quilez_Badia,97462,BFT,210,,NC_ATL,2011-12-12,2012-01-02,22
WWF,G_Quilez_Badia,97462,BFT,210,,E_ATL,2012-01-03,2012-01-10,8
WWF,G_Quilez_Badia,97462,BFT,210,,NE_ATL,2012-01-11,2012-01-23,13
WWF,G_Quilez_Badia,97462,BFT,210,,E_ATL,2012-01-24,2012-02-09,17
WWF,G_Quilez_Badia,97462,BFT,210,,SE_ATL,2012-02-10,2012-02-10,1
WWF,G_Quilez_Badia,97462,BFT,210,,E_ATL,2012-02-11,2012-02-11,1
WWF,G_Quilez_Badia,97462,BFT,210,,SE_ATL,2012-02-12,2012-03-22,40
WWF,G_Quilez_Badia,97463,BFT,125,35,W_MED,2011-08-06,2012-04-05,244
WWF,G_Quilez_Badia,97466,BFT,260,,SE_ATL,2011-05-26,2011-07-19,55
WWF,G_Quilez_Badia,97468,BFT,95,,W_MED,2010-09-01,2010-11-11,72
WWF,G_Quilez_Badia,97470,BFT,96,,W_MED,2010-09-05,2010-11-02,59
WWF,G_Quilez_Badia,107360,BFT,135,,W_MED,2011-05-29,2011-08-25,89
WWF,G_Quilez_Badia,107362,BFT,136,,W_MED,2011-07-26,2011-09-29,66
WWF,G_Quilez_Badia,107363,BFT,134,,W_MED,2011-08-06,2012-02-09,188
WWF,G_Quilez_Badia,107364,BFT,144,,W_MED,2011-08-31,2012-06-30,305
WWF,G_Quilez_Badia,107365,BFT,155,,W_MED,2011-07-27,2011-09-01,37
WWF,G_Quilez_Badia,114006,BFT,,,SE_ATL,2012-05-14,2012-05-16,3
WWF,G_Quilez_Badia,114006,BFT,,,W_MED,2012-05-17,2012-07-13,58
WWF,G_Quilez_Badia,114006,BFT,,,SE_ATL,2012-07-14,2012-09-08,57
WWF,G_Quilez_Badia,114006,BFT,,,E_ATL,2012-09-09,2012-09-26,18
WWF,G_Quilez_Badia,114007,BFT,247,,SE_ATL,2012-05-16,2012-05-16,1
WWF,G_Quilez_Badia,114007,BFT,247,,W_MED,2012-05-17,2012-07-13,58
WWF,G_Quilez_Badia,114007,BFT,247,,SE_ATL,2012-07-14,2012-09-02,51
WWF,G_Quilez_Badia,114007,BFT,247,,E_ATL,2012-09-03,2012-09-17,15
WWF,G_Quilez_Badia,114008,BFT,,,SE_ATL,2012-05-15,2012-07-23,70
WWF,G_Quilez_Badia,114008,BFT,,,SC_ATL,2012-07-24,2012-07-31,8
WWF,G_Quilez_Badia,114009,BFT,254,,SE_ATL,2012-05-16,2012-10-18,156
WWF,G_Quilez_Badia,114009,BFT,254,,E_ATL,2012-10-19,2012-10-30,12
WWF,G_Quilez_Badia,114009,BFT,254,,SE_ATL,2012-10-31,2012-11-09,10
WWF,G_Quilez_Badia,114009,BFT,254,,E_ATL,2012-11-10,2012-11-10,1
WWF,G_Quilez_Badia,114009,BFT,254,,NC_ATL,2012-11-11,2012-11-24,14
WWF,G_Quilez_Badia,114009,BFT,254,,SC_ATL,2012-11-25,2012-12-30,36
WWF,G_Quilez_Badia,114009,BFT,254,,SE_ATL,2012-12-31,2013-01-19,20
WWF,G_Quilez_Badia,118755,BFT,,,SE_ATL,2012-05-16,2012-05-17,2
WWF,G_Quilez_Badia,118755,BFT,,,W_MED,2012-05-18,2012-07-14,58
WWF,G_Quilez_Badia,118755,BFT,,,SE_ATL,2012-07-15,2012-07-21,7
WWF,G_Quilez_Badia,118755,BFT,,,E_ATL,2012-07-22,2012-10-15,86
WWF,G_Quilez_Badia,118755,BFT,,,NE_ATL,2012-10-16,2012-10-24,9
WWF,G_Quilez_Badia,118756,BFT,243,,SE_ATL,2012-05-16,2012-06-20,36
WWF,G_Quilez_Badia,118756,BFT,243,,E_ATL,2012-06-21,2012-09-08,80
WWF,G_Quilez_Badia,118756,BFT,243,,NC_ATL,2012-09-09,2012-09-13,5
WWF,G_Quilez_Badia,118756,BFT,243,,E_ATL,2012-09-14,2012-09-14,1
WWF,G_Quilez_Badia,118756,BFT,243,,NC_ATL,2012-09-15,2012-09-17,3
WWF,G_Quilez_Badia,118756,BFT,243,,SC_ATL,2012-09-18,2012-10-04,17
WWF,G_Quilez_Badia,118756,BFT,243,,SE_ATL,2012-10-05,2012-10-06,2
WWF,G_Quilez_Badia,118756,BFT,243,,E_ATL,2012-10-07,2012-10-08,2
WWF,G_Quilez_Badia,118756,BFT,243,,NC_ATL,2012-10-09,2012-10-13,5
WWF,G_Quilez_Badia,118756,BFT,243,,SC_ATL,2012-10-14,2012-10-17,4
WWF,G_Quilez_Badia,118756,BFT,243,,NC_ATL,2012-10-18,2012-10-22,5
WWF,G_Quilez_Badia,118756,BFT,243,,SC_ATL,2012-10-23,2012-12-18,57
WWF,G_Quilez_Badia,118756,BFT,243,,NC_ATL,2012-12-19,2012-12-21,3
WWF,G_Quilez_Badia,118756,BFT,243,,E_ATL,2012-12-22,2013-01-19,29
WWF,G_Quilez_Badia,118758,BFT,246,,SE_ATL,2012-05-14,2012-06-14,32
WWF,G_Quilez_Badia,118760,BFT,230,,SE_ATL,2013-05-25,2013-05-25,1
WWF,G_Quilez_Badia,118760,BFT,230,,W_MED,2013-05-26,2013-07-19,55
WWF,G_Quilez_Badia,118760,BFT,230,,SE_ATL,2013-07-20,2013-07-26,7
WWF,G_Quilez_Badia,118760,BFT,230,,E_ATL,2013-07-27,2013-08-10,15
WWF,G_Quilez_Badia,118760,BFT,230,,NE_ATL,2013-08-11,2013-09-10,31
WWF,G_Quilez_Badia,118760,BFT,230,,NC_ATL,2013-09-11,2013-10-08,28
WWF,G_Quilez_Badia,118760,BFT,230,,W_ATL,2013-10-09,2013-10-14,6
WWF,G_Quilez_Badia,120081,BFT,203,,SE_ATL,2012-05-16,2012-05-19,4
WWF,G_Quilez_Badia,120081,BFT,203,,W_MED,2012-05-20,2012-06-20,32
WWF,G_Quilez_Badia,120084,BFT,238,,SE_ATL,2012-05-16,2012-06-24,40
WWF,G_Quilez_Badia,120086,BFT,206,,SE_ATL,2012-05-16,2012-05-18,3
WWF,G_Quilez_Badia,120086,BFT,206,,W_MED,2012-05-19,2012-06-21,34
WWF,G_Quilez_Badia,120088,BFT,265,,SE_ATL,2012-05-16,2012-06-20,36
WWF,G_Quilez_Badia,120441,BFT,214,,SE_ATL,2012-09-16,2012-09-25,10
WWF,G_Quilez_Badia,120441,BFT,214,,W_MED,2012-09-26,2012-10-04,9
WWF,G_Quilez_Badia,120441,BFT,214,,SE_ATL,2012-10-05,2012-10-05,1
WWF,G_Quilez_Badia,120441,BFT,214,,W_MED,2012-10-06,2012-11-09,35
WWF,G_Quilez_Badia,120441,BFT,214,,SE_ATL,2012-11-10,2013-01-21,73
WWF,G_Quilez_Badia,120441,BFT,214,,E_ATL,2013-01-22,2013-03-29,67
WWF,G_Quilez_Badia,120442,BFT,174,,W_MED,2012-09-09,2013-05-18,252
WWF,G_Quilez_Badia,120443,BFT,179,,W_MED,2012-08-11,2013-04-18,251
WWF,G_Quilez_Badia,120445,BFT,142,,W_MED,2012-09-09,2012-10-31,53
WWF,G_Quilez_Badia,120446,BFT,260,,SE_ATL,2013-05-21,2013-05-21,1
WWF,G_Quilez_Badia,120446,BFT,260,,W_MED,2013-05-22,2013-07-15,55
WWF,G_Quilez_Badia,120446,BFT,260,,SE_ATL,2013-07-16,2013-07-23,8
WWF,G_Quilez_Badia,120446,BFT,260,,E_ATL,2013-07-24,2013-09-06,45
WWF,G_Quilez_Badia,120447,BFT,242,,W_MED,2013-05-21,2013-06-11,22
WWF,G_Quilez_Badia,120451,BFT,179,,W_MED,2012-09-08,2013-01-11,126
WWF,G_Quilez_Badia,120452,BFT,199,,W_MED,2012-09-09,2013-02-09,154
WWF,G_Quilez_Badia,120453,BFT,102,,W_MED,2012-11-24,2012-12-16,23
WWF,G_Quilez_Badia,130543,BFT,245,,SE_ATL,2013-05-20,2013-06-11,23
WWF,G_Quilez_Badia,130543,BFT,245,,W_MED,2013-06-12,2013-07-17,36
WWF,G_Quilez_Badia,130543,BFT,245,,SE_ATL,2013-07-18,2013-07-18,1
WWF,G_Quilez_Badia,130545,BFT,232,,SE_ATL,2013-05-20,2013-06-02,14
WWF,G_Quilez_Badia,130546,BFT,240,,SE_ATL,2013-05-20,2013-07-17,59
WWF,G_Quilez_Badia,130546,BFT,240,,E_ATL,2013-07-18,2013-07-26,9
WWF,G_Quilez_Badia,130546,BFT,240,,NE_ATL,2013-07-27,2013-07-29,3
WWF,G_Quilez_Badia,130546,BFT,240,,E_ATL,2013-07-30,2013-10-07,70
WWF,G_Quilez_Badia,130547,BFT,235,,SE_ATL,2013-05-20,2013-06-19,31
WWF,G_Quilez_Badia,130547,BFT,235,,E_ATL,2013-06-20,2013-07-06,17
WWF,G_Quilez_Badia,130547,BFT,235,,NE_ATL,2013-07-07,2013-07-24,18
WWF,G_Quilez_Badia,130548,BFT,227,,SE_ATL,2013-05-20,2013-06-02,14
WWF,G_Quilez_Badia,130548,BFT,227,,W_MED,2013-06-03,2013-06-13,11
WWF,G_Quilez_Badia,130548,BFT,227,,SE_ATL,2013-06-14,2013-07-01,18
WWF,G_Quilez_Badia,130550,BFT,240,,SE_ATL,2013-05-21,2013-05-21,1
WWF,G_Quilez_Badia,130550,BFT,240,,W_MED,2013-05-22,2013-07-03,43
WWF,G_Quilez_Badia,130550,BFT,240,,SE_ATL,2013-07-04,2013-07-19,16
WWF,G_Quilez_Badia,130551,BFT,212,,SE_ATL,2013-05-21,2013-05-22,2
WWF,G_Quilez_Badia,130551,BFT,212,,W_MED,2013-05-23,2013-09-06,107
WWF,G_Quilez_Badia,130552,BFT,220,,SE_ATL,2013-05-21,2013-05-27,7
WWF,G_Quilez_Badia,130552,BFT,220,,W_MED,2013-05-28,2013-06-01,5
WWF,G_Quilez_Badia,137384,BFT,,,W_MED,2014-06-01,2014-06-19,19
WWF,G_Quilez_Badia,137385,BFT,,,W_MED,2014-05-31,2014-11-30,184
WWF,G_Quilez_Badia,890138,BFT,,,W_MED,2008-08-31,2009-09-26,392
WWF,G_Quilez_Badia,890152,BFT,,,W_MED,2008-08-31,2011-04-21,964
WWF,G_Quilez_Badia,118758B,BFT,246,,SE_ATL,2013-05-21,2013-05-27,7
WWF,G_Quilez_Badia,118758B,BFT,246,,W_MED,2013-05-28,2013-06-19,23
WWF,G_Quilez_Badia,118758B,BFT,246,,SE_ATL,2013-06-20,2013-06-29,10
WWF,G_Quilez_Badia,66691B,BFT,135,,W_MED,2011-09-01,2012-06-30,304
WWF,G_Quilez_Badia,66694B,BFT,138,,W_MED,2012-09-21,2012-11-21,62
WWF,G_Quilez_Badia,86235C,BFT,,,SE_ATL,2012-05-14,2012-05-16,3
WWF,G_Quilez_Badia,86235C,BFT,,,W_MED,2012-05-17,2012-06-02,17
WWF,G_Quilez_Badia,86237B,BFT,177,,W_MED,2011-08-12,2011-09-29,49
WWF,G_Quilez_Badia,86238C,BFT,143,,W_MED,2010-09-13,2011-05-18,248
WWF,G_Quilez_Badia,86238E,BFT,,,SE_ATL,2012-05-14,2012-05-17,4
WWF,G_Quilez_Badia,86238E,BFT,,,W_MED,2012-05-18,2012-07-09,53
WWF,G_Quilez_Badia,86238E,BFT,,,SE_ATL,2012-07-10,2012-07-17,8
WWF,G_Quilez_Badia,86238E,BFT,,,E_ATL,2012-07-18,2012-08-10,24
WWF,G_Quilez_Badia,86238E,BFT,,,NE_ATL,2012-08-11,2012-08-16,6
Unimar,A_Mariani,78228,BFT,125,,E_MED,2007-11-12,2008-01-09,59
Unimar,A_Mariani,78229,BFT,132,,E_MED,2007-11-12,2008-03-25,135
Unimar,A_Mariani,78231,BFT,142,,E_MED,2007-11-12,2008-04-15,156
Unimar,A_Mariani,78231,BFT,142,,W_MED,2008-04-16,2008-05-25,40
Unimar,A_Mariani,78232,BFT,130,,E_MED,2007-11-12,2008-05-20,191
Unimar,A_Mariani,78233,BFT,173,,E_MED,2007-11-12,2007-12-17,36
Unimar,A_Mariani,78235,BFT,153,,E_MED,2007-11-12,2008-05-15,186
Unimar,A_Mariani,78235,BFT,153,,W_MED,2008-05-16,2008-05-30,15
Unimar,A_Mariani,78236,BFT,135,,E_MED,2007-11-12,2008-05-25,196
Unimar,A_Mariani,145433,BFT,255,296,E_MED,2015-05-31,2015-06-08,9
Unimar,A_Mariani,145434,BFT,225,203,E_MED,2015-05-31,2015-06-07,8
Unimar,A_Mariani,145435,BFT,255,296,E_MED,2015-05-31,2015-06-14,15
Unimar,A_Mariani,145436,BFT,270,351,E_MED,2015-05-31,2015-06-12,13
Unimar,A_Mariani,145437,BFT,260,313,E_MED,2015-05-31,2015-06-07,8
Unimar,A_Mariani,145438,BFT,255,296,E_MED,2015-05-31,2015-06-26,27
Unimar,A_Mariani,145439,BFT,255,296,E_MED,2015-05-31,2015-06-23,24
Unimar,A_Mariani,145440,BFT,250,279,E_MED,2015-05-31,2015-06-15,16
Unimar,A_Mariani,145440,BFT,250,279,W_MED,2015-06-16,2015-06-19,4
Unimar,A_Mariani,145441,BFT,255,296,E_MED,2015-05-31,2015-06-14,15
Unimar,A_Mariani,145442,BFT,245,262,E_MED,2015-05-31,2015-06-04,5
Unimar,A_Mariani,145443,BFT,230,217,E_MED,2015-05-31,2015-06-11,12
Unimar,A_Mariani,145445,BFT,265,332,E_MED,2015-05-31,2015-07-19,50
Unimar,A_Mariani,145446,BFT,115,27,W_MED,2015-07-01,2015-08-19,50
Unimar,A_Mariani,145447,BFT,235,231,E_MED,2015-05-31,2015-06-07,8
Unimar,A_Mariani,145448,BFT,145,54,W_MED,2015-07-01,2015-07-08,8
Unimar,A_Mariani,145449,BFT,225,203,E_MED,2015-05-31,2015-06-05,6
Unimar,A_Mariani,145450,BFT,230,217,E_MED,2015-05-31,2015-06-07,8
Unimar,A_Mariani,145451,BFT,270,351,E_MED,2015-05-31,2015-06-09,10
Unimar,A_Mariani,145452,BFT,235,231,E_MED,2015-05-31,2015-06-06,7
Unimar,A_Mariani,145452,BFT,235,231,W_MED,2015-06-07,2015-06-18,12
Unimar,A_Mariani,145453,BFT,235,231,E_MED,2015-05-31,2015-06-20,21
Unimar,A_Mariani,145455,BFT,245,262,E_MED,2015-05-31,2015-06-04,5
Unimar,A_Mariani,145456,BFT,255,296,E_MED,2015-05-31,2015-06-23,24
Unimar,A_Mariani,145457,BFT,245,262,E_MED,2015-05-31,2015-06-13,14
Unimar,A_Mariani,145458,BFT,250,279,E_MED,2015-05-31,2015-06-12,13
Unimar,A_Mariani,145459,BFT,235,231,E_MED,2015-05-31,2015-06-13,14
Unimar,A_Mariani,145460,BFT,225,203,E_MED,2015-05-31,2015-06-07,8
Unimar,A_Mariani,145460,BFT,270,351,W_MED,2015-06-08,2015-06-27,20
Unimar,A_Mariani,145461,BFT,270,351,E_MED,2015-05-31,2015-06-27,28
Unimar,A_Mariani,145461,BFT,270,351,W_MED,2015-06-28,2015-07-11,14
Unimar,A_Mariani,145461,BFT,270,351,SE_ATL,2015-07-12,2015-07-18,7
Unimar,A_Mariani,145461,BFT,270,351,E_ATL,2015-07-19,2015-07-23,5
Unimar,A_Mariani,145462,BFT,265,332,E_MED,2015-05-31,2015-06-06,7
Unimar,A_Mariani,145463,BFT,240,246,E_MED,2015-05-31,2015-06-14,15
Unimar,A_Mariani,145464,BFT,250,279,E_MED,2015-05-31,2015-06-07,8
Unimar,A_Mariani,145465,BFT,115,27,W_MED,2015-07-01,2015-07-10,10
Unimar,A_Mariani,145466,BFT,260,313,E_MED,2015-05-31,2015-06-23,24
Unimar,A_Mariani,145466,BFT,260,313,W_MED,2015-06-24,2015-07-08,15
Unimar,A_Mariani,145466,BFT,260,313,SE_ATL,2015-07-09,2015-07-14,6
Unimar,A_Mariani,145466,BFT,260,313,E_ATL,2015-07-15,2015-08-02,19
