Year,Quarter,Area,qNo,Fleet,Index,lt,CV,Name
1952,3,6,1,3,179.22,0,0.425,SPN_BB
1953,3,6,1,3,184.74,0,0.53,SPN_BB
1954,3,6,1,3,226.46,0,0.414,SPN_BB
1955,3,6,1,3,187.01,0,0.423,SPN_BB
1956,3,6,1,3,470.53,0,0.431,SPN_BB
1957,3,6,1,3,315.05,0,0.411,SPN_BB
1958,3,6,1,3,252.25,0,0.409,SPN_BB
1959,3,6,1,3,506.79,0,0.412,SPN_BB
1960,3,6,1,3,485.16,0,0.425,SPN_BB
1961,3,6,1,3,327.29,0,0.413,SPN_BB
1962,3,6,1,3,180.12,0,0.462,SPN_BB
1963,3,6,1,3,312.09,0,0.493,SPN_BB
1964,3,6,1,3,457.4,0,0.415,SPN_BB
1965,3,6,1,3,228.91,0,0.41,SPN_BB
1966,3,6,1,3,349.1,0,0.421,SPN_BB
1967,3,6,1,3,345.89,0,0.414,SPN_BB
1968,3,6,1,3,447,0,0.422,SPN_BB
1969,3,6,1,3,610.62,0,0.401,SPN_BB
1970,3,6,1,3,594.66,0,0.431,SPN_BB
1971,3,6,1,3,744.71,0,0.403,SPN_BB
1972,3,6,1,3,525.63,0,0.413,SPN_BB
1973,3,6,1,3,535.63,0,0.396,SPN_BB
1974,3,6,1,3,245.39,0,0.439,SPN_BB
1975,3,6,1,3,484.22,0,0.41,SPN_BB
1976,3,6,1,3,483.96,0,0.414,SPN_BB
1977,3,6,1,3,547.56,0,0.407,SPN_BB
1978,3,6,1,3,705.26,0,0.412,SPN_BB
1979,3,6,1,3,623.01,0,0.409,SPN_BB
1980,3,6,1,3,634.81,0,0.446,SPN_BB
1981,3,6,1,3,510.66,0,0.422,SPN_BB
1982,3,6,1,3,503.78,0,0.418,SPN_BB
1983,3,6,1,3,625.14,0,0.432,SPN_BB
1984,3,6,1,3,331.71,0,0.449,SPN_BB
1985,3,6,1,3,1125.74,0,0.407,SPN_BB
1986,3,6,1,3,751.21,0,0.419,SPN_BB
1987,3,6,1,3,1008.43,0,0.415,SPN_BB
1988,3,6,1,3,1394.68,0,0.419,SPN_BB
1989,3,6,1,3,1285.6,0,0.4,SPN_BB
1990,3,6,1,3,986.51,0,0.407,SPN_BB
1991,3,6,1,3,901.2,0,0.422,SPN_BB
1992,3,6,1,3,695.16,0,0.427,SPN_BB
1993,3,6,1,3,2093.55,0,0.403,SPN_BB
1994,3,6,1,3,1007.03,0,0.419,SPN_BB
1995,3,6,1,3,1235.91,0,0.405,SPN_BB
1996,3,6,1,3,1739.29,0,0.398,SPN_BB
1997,3,6,1,3,2246.41,0,0.404,SPN_BB
1998,3,6,1,3,879.51,0,0.409,SPN_BB
1999,3,6,1,3,339.77,0,0.436,SPN_BB
2000,3,6,1,3,960.44,0,0.402,SPN_BB
2001,3,6,1,3,704.49,0,0.447,SPN_BB
2002,3,6,1,3,687.42,0,0.423,SPN_BB
2003,3,6,1,3,444.91,0,0.482,SPN_BB
2004,3,6,1,3,1210.46,0,0.417,SPN_BB
2005,3,6,1,3,2383.57,0,0.4,SPN_BB
2006,3,6,1,3,850.09,0,0.48,SPN_BB
2007,3,6,2,3,2179.982,0,0.3123,SPN_FR_BB
2008,3,6,2,3,2154.014,0,0.3018,SPN_FR_BB
2009,3,6,2,3,955.3767,0,0.3032,SPN_FR_BB
2010,3,6,2,3,2126.197,0,0.3066,SPN_FR_BB
2011,3,6,2,3,2785.474,0,0.3043,SPN_FR_BB
2012,3,6,2,3,2306.988,0,0.3866,SPN_FR_BB
2013,3,6,2,3,1569.126,0,0.4425,SPN_FR_BB
2014,3,6,2,3,678.2874,0,0.4114,SPN_FR_BB
1981,2,4,3,9,768.36,0,0.5719,MOR_SPN_TRAP
1982,2,4,3,9,1038.12,0,0.3463,MOR_SPN_TRAP
1983,2,4,3,9,1092.05,0,0.3463,MOR_SPN_TRAP
1984,2,4,3,9,1200.27,0,0.3463,MOR_SPN_TRAP
1985,2,4,3,9,814.46,0,0.3464,MOR_SPN_TRAP
1986,2,4,3,9,394.33,0,0.2805,MOR_SPN_TRAP
1987,2,4,3,9,433.53,0,0.2805,MOR_SPN_TRAP
1988,2,4,3,9,1014.56,0,0.2803,MOR_SPN_TRAP
1989,2,4,3,9,531.45,0,0.2609,MOR_SPN_TRAP
1990,2,4,3,9,614.37,0,0.226,MOR_SPN_TRAP
1991,2,4,3,9,727.86,0,0.2259,MOR_SPN_TRAP
1992,2,4,3,9,313.95,0,0.2263,MOR_SPN_TRAP
1993,2,4,3,9,325.36,0,0.2262,MOR_SPN_TRAP
1994,2,4,3,9,341.9,0,0.2262,MOR_SPN_TRAP
1995,2,4,3,9,223.43,0,0.2265,MOR_SPN_TRAP
1996,2,4,3,9,375.22,0,0.2462,MOR_SPN_TRAP
1997,2,4,3,9,992.41,0,0.2459,MOR_SPN_TRAP
1998,2,4,3,9,925.14,0,0.2459,MOR_SPN_TRAP
1999,2,4,3,9,1137.45,0,0.2459,MOR_SPN_TRAP
2000,2,4,3,9,739.23,0,0.2259,MOR_SPN_TRAP
2001,2,4,3,9,1284.62,0,0.2258,MOR_SPN_TRAP
2002,2,4,3,9,1130.42,0,0.2258,MOR_SPN_TRAP
2003,2,4,3,9,662.66,0,0.2368,MOR_SPN_TRAP
2004,2,4,3,9,332.36,0,0.2262,MOR_SPN_TRAP
2005,2,4,3,9,677.39,0,0.2259,MOR_SPN_TRAP
2006,2,4,3,9,633.94,0,0.226,MOR_SPN_TRAP
2007,2,4,3,9,1000.6,0,0.2259,MOR_SPN_TRAP
2008,2,4,3,9,634.18,0,0.226,MOR_SPN_TRAP
2009,2,4,3,9,876.71,0,0.2259,MOR_SPN_TRAP
2010,2,4,3,9,1042.24,0,0.2366,MOR_SPN_TRAP
2011,2,4,3,9,674.97,0,0.2259,MOR_SPN_TRAP
2012,2,4,4,10,41.15,0,0.4906,MOR_POR_TRAP
2013,2,4,4,10,88.58,0,0.5436,MOR_POR_TRAP
2014,2,4,4,10,48.54,0,0.4978,MOR_POR_TRAP
2015,2,4,4,10,66.98,0,0.5394,MOR_POR_TRAP
2016,2,4,4,10,64.03,0,0.5343,MOR_POR_TRAP
1975,2,4,5,2,1.9,0,0.15,JPN_LL_Eatl_Med
1976,2,4,5,2,2.15,0,0.12,JPN_LL_Eatl_Med
1977,2,4,5,2,3.53,0,0.14,JPN_LL_Eatl_Med
1978,2,4,5,2,1.5,0,0.15,JPN_LL_Eatl_Med
1979,2,4,5,2,2.7,0,0.14,JPN_LL_Eatl_Med
1980,2,4,5,2,1.69,0,0.16,JPN_LL_Eatl_Med
1981,2,4,5,2,1.63,0,0.17,JPN_LL_Eatl_Med
1982,2,4,5,2,3.32,0,0.13,JPN_LL_Eatl_Med
1983,2,4,5,2,2.12,0,0.13,JPN_LL_Eatl_Med
1984,2,4,5,2,1.62,0,0.12,JPN_LL_Eatl_Med
1985,2,4,5,2,1.75,0,0.15,JPN_LL_Eatl_Med
1986,2,4,5,2,1.32,0,0.14,JPN_LL_Eatl_Med
1987,2,4,5,2,2.16,0,0.13,JPN_LL_Eatl_Med
1988,2,4,5,2,1.35,0,0.14,JPN_LL_Eatl_Med
1989,2,4,5,2,1.05,0,0.16,JPN_LL_Eatl_Med
1990,2,4,5,2,1.41,0,0.14,JPN_LL_Eatl_Med
1991,2,4,5,2,1.21,0,0.13,JPN_LL_Eatl_Med
1992,2,4,5,2,1.03,0,0.14,JPN_LL_Eatl_Med
1993,2,4,5,2,1.04,0,0.14,JPN_LL_Eatl_Med
1994,2,4,5,2,1.12,0,0.16,JPN_LL_Eatl_Med
1995,2,4,5,2,1.42,0,0.15,JPN_LL_Eatl_Med
1996,2,4,5,2,0.5,0,0.22,JPN_LL_Eatl_Med
1997,2,4,5,2,0.53,0,0.21,JPN_LL_Eatl_Med
1998,2,4,5,2,0.71,0,0.17,JPN_LL_Eatl_Med
1999,2,4,5,2,0.64,0,0.22,JPN_LL_Eatl_Med
2000,2,4,5,2,0.74,0,0.2,JPN_LL_Eatl_Med
2001,2,4,5,2,0.96,0,0.17,JPN_LL_Eatl_Med
2002,2,4,5,2,2.05,0,0.15,JPN_LL_Eatl_Med
2003,2,4,5,2,1.7,0,0.13,JPN_LL_Eatl_Med
2004,2,4,5,2,0.82,0,0.18,JPN_LL_Eatl_Med
2005,2,4,5,2,0.88,0,0.15,JPN_LL_Eatl_Med
2006,2,4,5,2,1.91,0,0.15,JPN_LL_Eatl_Med
2007,2,4,5,2,0.94,0,0.19,JPN_LL_Eatl_Med
2008,2,4,5,2,1.22,0,0.17,JPN_LL_Eatl_Med
2009,2,4,5,2,1.04,0,0.24,JPN_LL_Eatl_Med
1990,4,5,6,2,0.466170755,0,0.350610837,JPN_LL_NEAtl1
1991,4,5,6,2,0.528901418,0,0.308837337,JPN_LL_NEAtl1
1992,4,5,6,2,0.874630631,0,0.238152313,JPN_LL_NEAtl1
1993,4,5,6,2,0.738718712,0,0.219172029,JPN_LL_NEAtl1
1994,4,5,6,2,0.927516428,0,0.23245529,JPN_LL_NEAtl1
1995,4,5,6,2,0.972370748,0,0.224219355,JPN_LL_NEAtl1
1996,4,5,6,2,2.842987959,0,0.216915496,JPN_LL_NEAtl1
1997,4,5,6,2,1.507859926,0,0.240157023,JPN_LL_NEAtl1
1998,4,5,6,2,0.870352044,0,0.245012009,JPN_LL_NEAtl1
1999,4,5,6,2,1.250027883,0,0.224132225,JPN_LL_NEAtl1
2000,4,5,6,2,0.982011238,0,0.216083676,JPN_LL_NEAtl1
2001,4,5,6,2,1.825162286,0,0.20564788,JPN_LL_NEAtl1
2002,4,5,6,2,0.822201973,0,0.215144718,JPN_LL_NEAtl1
2003,4,5,6,2,1.097015519,0,0.243897912,JPN_LL_NEAtl1
2004,4,5,6,2,0.844275434,0,0.224279662,JPN_LL_NEAtl1
2005,4,5,6,2,0.75088971,0,0.214404659,JPN_LL_NEAtl1
2006,4,5,6,2,0.833204068,0,0.221996343,JPN_LL_NEAtl1
2007,4,5,6,2,0.843607292,0,0.215707362,JPN_LL_NEAtl1
2008,4,5,6,2,1.172657644,0,0.210972496,JPN_LL_NEAtl1
2009,4,5,6,2,1.499243254,0,0.207040434,JPN_LL_NEAtl1
2010,4,5,7,2,2.221986873,0,0.223828345,JPN_LL_NEAtl2
2011,4,5,7,2,4.452276888,0,0.259754012,JPN_LL_NEAtl2
2012,4,5,7,2,7.702395772,0,0.305930076,JPN_LL_NEAtl2
2013,4,5,7,2,6.109118648,0,0.263995388,JPN_LL_NEAtl2
2014,4,5,7,2,9.696321064,0,0.299052077,JPN_LL_NEAtl2
2015,4,5,7,2,5.908390339,0,0.299321068,JPN_LL_NEAtl2
2016,4,5,7,2,5.472117473,0,0.283034777,JPN_LL_NEAtl2
2017,4,5,7,2,7.190750442,0,0.298062723,JPN_LL_NEAtl2
1993,3,2,8,3,1.216,1,0.35,US_RR_66_114
1994,3,2,8,3,0.256,1,0.44,US_RR_66_114
1995,3,2,8,3,1.152,1,0.33,US_RR_66_114
1996,3,2,8,3,1.728,1,0.36,US_RR_66_114
1997,3,2,8,3,2.496,1,0.32,US_RR_66_114
1998,3,2,8,3,1.472,1,0.36,US_RR_66_114
1999,3,2,8,3,1.408,1,0.42,US_RR_66_114
2000,3,2,8,3,1.024,1,0.49,US_RR_66_114
2001,3,2,8,3,0.512,1,0.34,US_RR_66_114
2002,3,2,8,3,1.536,1,0.38,US_RR_66_114
2003,3,2,8,3,0.448,1,0.33,US_RR_66_114
2004,3,2,8,3,2.368,1,0.3,US_RR_66_114
2005,3,2,8,3,2.304,1,0.3,US_RR_66_114
2006,3,2,8,3,0.64,1,0.33,US_RR_66_114
2007,3,2,8,3,0.448,1,0.3,US_RR_66_114
2008,3,2,8,3,0.384,1,0.31,US_RR_66_114
2009,3,2,8,3,0.384,1,0.31,US_RR_66_114
2010,3,2,8,3,0.64,1,0.31,US_RR_66_114
2011,3,2,8,3,0.832,1,0.34,US_RR_66_114
2012,3,2,8,3,0.448,1,0.39,US_RR_66_114
2013,3,2,8,3,0.576,1,0.35,US_RR_66_114
2014,3,2,8,3,0.704,1,0.36,US_RR_66_114
2015,3,2,8,3,0.448,1,0.38,US_RR_66_114
2016,3,2,8,3,0.576,1,0.36,US_RR_66_114
1993,3,2,9,7,1.231213873,2,0.23,US_RR_115_144
1994,3,2,9,7,0.312138728,2,0.382,US_RR_115_144
1995,3,2,9,7,0.606936416,2,0.238,US_RR_115_144
1996,3,2,9,7,0.797687861,2,0.232,US_RR_115_144
1997,3,2,9,7,0.208092486,2,0.355,US_RR_115_144
1998,3,2,9,7,0.797687861,2,0.19,US_RR_115_144
1999,3,2,9,7,0.936416185,2,0.323,US_RR_115_144
2000,3,2,9,7,1.352601156,2,0.395,US_RR_115_144
2001,3,2,9,7,1.630057803,2,0.215,US_RR_115_144
2002,3,2,9,7,2.566473988,2,0.264,US_RR_115_144
2003,3,2,9,7,0.658959538,2,0.166,US_RR_115_144
2004,3,2,9,7,0.606936416,2,0.21,US_RR_115_144
2005,3,2,9,7,0.537572254,2,0.199,US_RR_115_144
2006,3,2,9,7,1.352601156,2,0.204,US_RR_115_144
2007,3,2,9,7,1.473988439,2,0.157,US_RR_115_144
2008,3,2,9,7,1.040462428,2,0.179,US_RR_115_144
2009,3,2,9,7,0.450867052,2,0.218,US_RR_115_144
2010,3,2,9,7,1.144508671,2,0.189,US_RR_115_144
2011,3,2,9,7,0.936416185,2,0.232,US_RR_115_144
2012,3,2,9,7,0.988439306,2,0.249,US_RR_115_144
2013,3,2,9,7,1.734104046,2,0.218,US_RR_115_144
2014,3,2,9,7,0.884393064,2,0.274,US_RR_115_144
2015,3,2,9,7,0.312138728,2,0.336,US_RR_115_144
2016,3,2,9,7,1.439306358,2,0.23,US_RR_115_144
1993,3,2,10,12,0.649672908,3,0.29,US_RR_177
1994,3,2,10,12,0.866230544,3,0.28,US_RR_177
1995,3,2,10,12,1.08278818,3,0.26,US_RR_177
1996,3,2,10,12,3.519061584,3,0.24,US_RR_177
1997,3,2,10,12,1.407624633,3,0.37,US_RR_177
1998,3,2,10,12,1.515903451,3,0.25,US_RR_177
1999,3,2,10,12,1.949018723,3,0.27,US_RR_177
2000,3,2,10,12,0.595533499,3,0.27,US_RR_177
2001,3,2,10,12,1.515903451,3,0.28,US_RR_177
2002,3,2,10,12,1.840739905,3,0.23,US_RR_177
2003,3,2,10,12,0.487254681,3,0.27,US_RR_177
2004,3,2,10,12,0.757951726,3,0.27,US_RR_177
2005,3,2,10,12,0.595533499,3,0.26,US_RR_177
2006,3,2,10,12,0.487254681,3,0.35,US_RR_177
2007,3,2,10,12,0.324836454,3,0.37,US_RR_177
2008,3,2,10,12,0.378975863,3,0.34,US_RR_177
2009,3,2,10,12,0.270697045,3,0.4,US_RR_177
2010,3,2,10,12,1.028648771,3,0.25,US_RR_177
2011,3,2,10,12,0.649672908,3,0.28,US_RR_177
2012,3,2,10,12,0.703812317,3,0.25,US_RR_177
2013,3,2,10,12,0.487254681,3,0.28,US_RR_177
2014,3,2,10,12,0.649672908,3,0.27,US_RR_177
2015,3,2,10,12,1.08278818,3,0.23,US_RR_177
2016,3,2,10,12,1.153169411,3,0.23,US_RR_177
1980,3,2,11,10,0.799,4,0.43,US_RR_145
1981,3,2,11,10,0.399,4,0.52,US_RR_145
1982,3,2,11,10,2.102,4,0.33,US_RR_145
1983,3,2,11,10,1.114,4,0.26,US_RR_145
1985,3,2,11,10,0.63,4,0.64,US_RR_145
1986,3,2,11,10,0.778,4,0.43,US_RR_145
1987,3,2,11,10,1.219,4,0.4,US_RR_145
1988,3,2,11,10,0.988,4,0.38,US_RR_145
1989,3,2,11,10,0.988,4,0.43,US_RR_145
1990,3,2,11,10,0.904,4,0.34,US_RR_145
1991,3,2,11,10,1.261,4,0.35,US_RR_145
1992,3,2,11,10,0.82,4,0.42,US_RR_145
1983,3,2,12,4,2.805,5,0.1,US_RR_195
1984,3,2,12,4,1.246,5,0.188,US_RR_195
1985,3,2,12,4,0.857,5,0.3,US_RR_195
1986,3,2,12,4,0.503,5,1.097,US_RR_195
1987,3,2,12,4,0.529,5,0.476,US_RR_195
1988,3,2,12,4,0.941,5,0.364,US_RR_195
1989,3,2,12,4,0.763,5,0.364,US_RR_195
1990,3,2,12,4,0.626,5,0.335,US_RR_195
1991,3,2,12,4,0.82,5,0.284,US_RR_195
1992,3,2,12,4,0.91,5,0.276,US_RR_195
1987,2,1,13,2,1.31169658,0,0.292288849,US_GOM_PLL1
1988,2,1,13,2,0.638675681,0,0.319001829,US_GOM_PLL1
1989,2,1,13,2,0.986754226,0,0.305200747,US_GOM_PLL1
1990,2,1,13,2,0.773393953,0,0.31940797,US_GOM_PLL1
1991,2,1,13,2,1.289479561,0,0.297356374,US_GOM_PLL1
1992,2,1,14,2,1.13937389,0,0.345169045,US_GOM_PLL2
1993,2,1,14,2,0.639047329,0,0.362809097,US_GOM_PLL2
1994,2,1,14,2,0.471321061,0,0.388292189,US_GOM_PLL2
1995,2,1,14,2,0.43814568,0,0.391638549,US_GOM_PLL2
1996,2,1,14,2,0.255386726,0,0.399021132,US_GOM_PLL2
1997,2,1,14,2,0.463332339,0,0.364304069,US_GOM_PLL2
1998,2,1,14,2,0.496797846,0,0.370780804,US_GOM_PLL2
1999,2,1,14,2,0.845304553,0,0.325399856,US_GOM_PLL2
2000,2,1,14,2,1.24115837,0,0.325826737,US_GOM_PLL2
2001,2,1,14,2,0.707216472,0,0.375424554,US_GOM_PLL2
2002,2,1,14,2,0.664208712,0,0.38569953,US_GOM_PLL2
2003,2,1,14,2,1.1930692,0,0.320458104,US_GOM_PLL2
2004,2,1,14,2,1.082176013,0,0.322378131,US_GOM_PLL2
2005,2,1,14,2,0.816935071,0,0.337952335,US_GOM_PLL2
2006,2,1,14,2,0.579540716,0,0.387327908,US_GOM_PLL2
2007,2,1,14,2,0.777430987,0,0.376543333,US_GOM_PLL2
2008,2,1,14,2,1.784371592,0,0.330153668,US_GOM_PLL2
2009,2,1,14,2,1.45948252,0,0.352183241,US_GOM_PLL2
2010,2,1,14,2,1.218144566,0,0.337722796,US_GOM_PLL2
2011,2,1,14,2,1.089600788,0,0.480814142,US_GOM_PLL2
2012,2,1,14,2,3.390638439,0,0.372266417,US_GOM_PLL2
2013,2,1,14,2,1.231582124,0,0.423879014,US_GOM_PLL2
2014,2,1,14,2,1.015735005,0,0.435802665,US_GOM_PLL2
2015,2,1,14,2,1.015794179,0,0.46883195,US_GOM_PLL2
2016,2,1,14,2,1.140966098,0,0.472128494,US_GOM_PLL2
1974,2,1,15,2,0.968,0,0.266,JPLL_GOM
1975,2,1,15,2,0.534,0,0.205,JPLL_GOM
1976,2,1,15,2,0.666,0,0.207,JPLL_GOM
1977,2,1,15,2,0.913,0,0.216,JPLL_GOM
1978,2,1,15,2,0.876,0,0.225,JPLL_GOM
1979,2,1,15,2,1.287,0,0.283,JPLL_GOM
1980,2,1,15,2,1.158,0,0.265,JPLL_GOM
1981,2,1,15,2,0.553,0,0.239,JPLL_GOM
1976,4,2,16,2,0.39408,0,0.39783,JPN_LL_West1
1977,4,2,16,2,0.89279,0,0.31209,JPN_LL_West1
1978,4,2,16,2,0.72703,0,0.33414,JPN_LL_West1
1979,4,2,16,2,0.8195,0,0.27794,JPN_LL_West1
1980,4,2,16,2,1.39962,0,0.27749,JPN_LL_West1
1981,4,2,16,2,1.11005,0,0.26065,JPN_LL_West1
1982,4,2,16,2,0.78385,0,0.27303,JPN_LL_West1
1983,4,2,16,2,0.45779,0,0.33991,JPN_LL_West1
1984,4,2,16,2,0.6748,0,0.28761,JPN_LL_West1
1985,4,2,16,2,0.8291,0,0.26527,JPN_LL_West1
1986,4,2,16,2,0.0135,0,1.55117,JPN_LL_West1
1987,4,2,16,2,0.37473,0,0.32923,JPN_LL_West1
1988,4,2,16,2,0.34564,0,0.36586,JPN_LL_West1
1989,4,2,16,2,0.68782,0,0.29517,JPN_LL_West1
1990,4,2,16,2,0.47634,0,0.3184,JPN_LL_West1
1991,4,2,16,2,0.60263,0,0.29755,JPN_LL_West1
1992,4,2,16,2,1.08968,0,0.26419,JPN_LL_West1
1993,4,2,16,2,0.98115,0,0.27115,JPN_LL_West1
1994,4,2,16,2,0.89864,0,0.26533,JPN_LL_West1
1995,4,2,16,2,0.59235,0,0.33847,JPN_LL_West1
1996,4,2,16,2,2.23729,0,0.26955,JPN_LL_West1
1997,4,2,16,2,1.63853,0,0.26107,JPN_LL_West1
1998,4,2,16,2,0.76478,0,0.29304,JPN_LL_West1
1999,4,2,16,2,1.1391,0,0.25974,JPN_LL_West1
2000,4,2,16,2,1.12885,0,0.26655,JPN_LL_West1
2001,4,2,16,2,0.91929,0,0.26824,JPN_LL_West1
2002,4,2,16,2,0.78319,0,0.2762,JPN_LL_West1
2003,4,2,16,2,1.22826,0,0.28754,JPN_LL_West1
2004,4,2,16,2,1.10984,0,0.30318,JPN_LL_West1
2005,4,2,16,2,0.9938,0,0.26038,JPN_LL_West1
2006,4,2,16,2,1.53452,0,0.29066,JPN_LL_West1
2007,4,2,16,2,0.98522,0,0.40476,JPN_LL_West1
2008,4,2,16,2,1.35938,0,0.44504,JPN_LL_West1
2009,4,2,16,2,2.33865,0,0.35279,JPN_LL_West1
2010,4,2,17,2,0.59925,0,0.37154,JPN_LL_West2
2011,4,2,17,2,2.03502,0,0.26364,JPN_LL_West2
2012,4,2,17,2,2.53639,0,0.26647,JPN_LL_West2
2013,4,2,17,2,1.91215,0,0.26139,JPN_LL_West2
2014,4,2,17,2,2.38335,0,0.28448,JPN_LL_West2
2015,4,2,17,2,1.45744,0,0.26655,JPN_LL_West2
2016,4,2,17,2,3.67304,0,0.29387,JPN_LL_West2
2017,4,2,17,2,3.6363,0,0.31352,JPN_LL_West2
1984,3,3,18,11,0.353,0,0.104815864,CAN GSL
1985,3,3,18,11,0.221,0,0.095022624,CAN GSL
1986,3,3,18,11,0.151,0,0.112582781,CAN GSL
1987,3,3,18,11,0.125,0,0.128,CAN GSL
1988,3,3,18,11,0.13,0,0.123076923,CAN GSL
1989,3,3,18,11,0.164,0,0.109756098,CAN GSL
1990,3,3,18,11,0.229,0,0.100436681,CAN GSL
1991,3,3,18,11,0.31,0,0.096774194,CAN GSL
1992,3,3,18,11,0.36,0,0.088888889,CAN GSL
1993,3,3,18,11,0.337,0,0.080118694,CAN GSL
1994,3,3,18,11,0.261,0,0.072796935,CAN GSL
1995,3,3,18,11,0.183,0,0.071038251,CAN GSL
1996,3,3,18,11,0.132,0,0.068181818,CAN GSL
1997,3,3,18,11,0.109,0,0.073394495,CAN GSL
1998,3,3,18,11,0.11,0,0.072727273,CAN GSL
1999,3,3,18,11,0.133,0,0.067669173,CAN GSL
2000,3,3,18,11,0.176,0,0.0625,CAN GSL
2001,3,3,18,11,0.232,0,0.064655172,CAN GSL
2002,3,3,18,11,0.284,0,0.066901408,CAN GSL
2003,3,3,18,11,0.315,0,0.06984127,CAN GSL
2004,3,3,18,11,0.33,0,0.06969697,CAN GSL
2005,3,3,18,11,0.35,0,0.068571429,CAN GSL
2006,3,3,18,11,0.401,0,0.067331671,CAN GSL
2007,3,3,18,11,0.508,0,0.06496063,CAN GSL
2008,3,3,18,11,0.69,0,0.062318841,CAN GSL
2009,3,3,18,11,0.947,0,0.06124604,CAN GSL
2010,3,3,18,11,1.228,0,0.05781759,CAN GSL
2011,3,3,18,11,1.445,0,0.051903114,CAN GSL
2012,3,3,18,11,1.541,0,0.049967554,CAN GSL
2013,3,3,18,11,1.535,0,0.050814332,CAN GSL
2014,3,3,18,11,1.489,0,0.049026192,CAN GSL
2015,3,3,18,11,1.446,0,0.048409405,CAN GSL
2016,3,3,18,11,1.416,0,0.060028249,CAN GSL
1988,3,2,19,11,1.601,0,0.206745784,CAN SWNS
1989,3,2,19,11,0.977,0,0.200614125,CAN SWNS
1990,3,2,19,11,0.67,0,0.2,CAN SWNS
1991,3,2,19,11,0.556,0,0.201438849,CAN SWNS
1992,3,2,19,11,0.547,0,0.201096892,CAN SWNS
1993,3,2,19,11,0.573,0,0.20069808,CAN SWNS
1994,3,2,19,11,0.573,0,0.20069808,CAN SWNS
1995,3,2,19,11,0.522,0,0.199233716,CAN SWNS
1996,3,2,19,11,0.453,0,0.198675497,CAN SWNS
1997,3,2,19,11,0.413,0,0.198547215,CAN SWNS
1998,3,2,19,11,0.425,0,0.197647059,CAN SWNS
1999,3,2,19,11,0.496,0,0.197580645,CAN SWNS
2000,3,2,19,11,0.617,0,0.197730956,CAN SWNS
2001,3,2,19,11,0.759,0,0.198945982,CAN SWNS
2002,3,2,19,11,0.881,0,0.199772985,CAN SWNS
2003,3,2,19,11,0.972,0,0.199588477,CAN SWNS
2004,3,2,19,11,1.057,0,0.198675497,CAN SWNS
2005,3,2,19,11,1.168,0,0.198630137,CAN SWNS
2006,3,2,19,11,1.314,0,0.198630137,CAN SWNS
2007,3,2,19,11,1.466,0,0.198499318,CAN SWNS
2008,3,2,19,11,1.577,0,0.199112238,CAN SWNS
2009,3,2,19,11,1.619,0,0.199505868,CAN SWNS
2010,3,2,19,11,1.6,0,0.199375,CAN SWNS
2011,3,2,19,11,1.549,0,0.199483538,CAN SWNS
2012,3,2,19,11,1.489,0,0.200134318,CAN SWNS
2013,3,2,19,11,1.428,0,0.199579832,CAN SWNS
2014,3,2,19,11,1.367,0,0.199707388,CAN SWNS
2015,3,2,19,11,1.306,0,0.205206738,CAN SWNS
